times(ps)|lambda_restraints|lambda_electrostatics|lambda_sterics|(0.0, 0.0, 0.0)|(0.0, 0.2, 0.2)|(0.0, 0.5, 0.5)|(0.0, 0.6, 0.6)|(0.0, 1.0, 1.0)
302.0|0.0|0.0|0.0|0.0|-52.31203373597272|-130.6038502594747|-156.67720655785956|-260.92082652285825
304.0|0.0|0.0|0.0|0.0|-51.99130049266502|-129.84002711557957|-155.77050620548027|-259.4531562404342
306.0|0.0|0.0|0.0|0.0|-50.24192856835855|-125.5549874852014|-150.6525571251726|-251.03245889218107
308.0|0.0|0.0|0.0|0.0|-53.02692468662234|-130.97962187715729|-156.80709293352172|-259.8420706700008
310.0|0.0|0.0|0.0|0.0|-49.90738380527792|-124.0482281870342|-148.68452785282787|-247.09165691197765
312.0|0.0|0.0|0.0|0.0|-46.660420297790274|-116.55199754396128|-139.83465682045787|-232.9342378486556
314.0|0.0|0.0|0.0|0.0|-51.14656707141006|-127.25500674084572|-152.54820890038255|-253.5620828973996
316.0|0.0|0.0|0.0|0.0|-46.19109374446224|-115.12045437415075|-138.0486241681516|-229.6564377887004
318.0|0.0|0.0|0.0|0.0|-50.31799577948657|-125.7041059673237|-150.82023562855238|-251.26127181913623
320.0|0.0|0.0|0.0|0.0|-51.624431470924506|-128.84364053911372|-154.55566154241487|-257.3499888713646
322.0|0.0|0.0|0.0|0.0|-46.7448868852914|-115.85853395294228|-138.780177090391|-230.2385716480009
324.0|0.0|0.0|0.0|0.0|-49.95151852600839|-124.05110059137792|-148.6462426374794|-246.8065509390252
326.0|0.0|0.0|0.0|0.0|-52.49197019534027|-131.20248566800953|-157.4359823081074|-262.36734300796763
328.0|0.0|0.0|0.0|0.0|-44.73565271087163|-111.66749337480688|-133.95386232824785|-223.04628225011385
330.0|0.0|0.0|0.0|0.0|-50.17022822239392|-125.37350928264054|-150.4341733394503|-250.66439092447908
332.0|0.0|0.0|0.0|0.0|-50.92490391517921|-127.23861157695062|-152.66590993227732|-254.35351557159493
334.0|0.0|0.0|0.0|0.0|-47.09144812651495|-117.69132212053673|-141.21923508160037|-235.3216010049347
336.0|0.0|0.0|0.0|0.0|-49.93303618294184|-124.626864839159|-149.49886883821864|-248.9367773364401
338.0|0.0|0.0|0.0|0.0|-48.18452547334174|-120.42829454263806|-144.50549362089728|-240.8106289271014
340.0|0.0|0.0|0.0|0.0|-48.47432591077463|-121.0068467619506|-145.15984117767567|-241.7203182011108
316.0|0.0|0.0|0.0|0.0|-52.200003211891215|-129.3669365473872|-154.96359024178662|-257.110404005954
318.0|0.0|0.0|0.0|0.0|-51.77770911348718|-129.09525201460838|-154.81741508757153|-257.5894116257751
320.0|0.0|0.0|0.0|0.0|-50.25604235761099|-124.75794171750756|-149.49661785938716|-248.27602977233104
322.0|0.0|0.0|0.0|0.0|-49.48316295004877|-123.44590644181989|-148.0671973305329|-246.48742191919
324.0|0.0|0.0|0.0|0.0|-49.92218150032486|-124.785877158471|-149.7382780833773|-249.54880716665116
326.0|0.0|0.0|0.0|0.0|-52.01636859525533|-129.02560000871972|-154.56759696505927|-256.46717625083346
328.0|0.0|0.0|0.0|0.0|-51.065972572778456|-126.7536649529678|-151.8789268673977|-252.1785482258429
330.0|0.0|0.0|0.0|0.0|-52.31428640346107|-130.17678232974245|-156.0601242680338|-259.45663656103835
332.0|0.0|0.0|0.0|0.0|-53.71173222551471|-133.51079944616404|-160.02091825002597|-265.88655505944075
334.0|0.0|0.0|0.0|0.0|-50.19763342528483|-124.98327263519556|-149.85081689300142|-249.2018372706059
336.0|0.0|0.0|0.0|0.0|-48.66624507516327|-120.95319139707344|-144.95626353028155|-240.76838719007117
338.0|0.0|0.0|0.0|0.0|-47.11272688439112|-117.6631249378461|-141.16219564952007|-235.1190973429375
340.0|0.0|0.0|0.0|0.0|-48.42760247995757|-120.85975635603118|-144.97346080591137|-241.35969889629277
342.0|0.0|0.0|0.0|0.0|-49.25585799315896|-123.0927712616675|-147.69890477154237|-246.1151407540497
344.0|0.0|0.0|0.0|0.0|-50.65682128625844|-126.42904948885555|-151.65718772163274|-252.5073127184543
346.0|0.0|0.0|0.0|0.0|-53.44513561412931|-132.8018829614579|-159.15080939074292|-264.32943496481056
348.0|0.0|0.0|0.0|0.0|-50.44068679071077|-125.82819011998366|-150.91997104620444|-251.2070304905255
350.0|0.0|0.0|0.0|0.0|-51.133679246625775|-127.32979057319696|-152.6583109789821|-253.8126946883715
352.0|0.0|0.0|0.0|0.0|-49.08308650241821|-122.64865296939992|-147.16216368190842|-245.20169759711703
354.0|0.0|0.0|0.0|0.0|-49.52064436500567|-123.77939072875232|-148.52994656761533|-247.53368802507376
318.0|0.0|0.0|0.0|0.0|-48.15328026605549|-120.33678794707777|-144.3916562345908|-240.60190932131275
320.0|0.0|0.0|0.0|0.0|-46.61501064156117|-116.3812456861391|-139.6151804741163|-232.5061499705275
322.0|0.0|0.0|0.0|0.0|-52.7090554043802|-131.4070629999264|-157.59496929757577|-262.25864251408814
324.0|0.0|0.0|0.0|0.0|-51.64127750605049|-129.00050657628572|-154.77187878212408|-257.8251396002279
326.0|0.0|0.0|0.0|0.0|-47.50692005351787|-118.37500332568185|-141.94381216471663|-236.09839134045885
328.0|0.0|0.0|0.0|0.0|-49.95097140137032|-124.40693255561902|-149.16002644488432|-248.02405861305132
330.0|0.0|0.0|0.0|0.0|-50.98372825695143|-125.87717972754088|-150.6788224850706|-249.58817312202393
332.0|0.0|0.0|0.0|0.0|-50.62624478686111|-126.48067340021923|-151.7532013408266|-252.81806938041385
334.0|0.0|0.0|0.0|0.0|-52.47476278777237|-131.09294253464302|-157.28487965484828|-262.0213846170401
336.0|0.0|0.0|0.0|0.0|-49.629729872520016|-123.56620462708247|-148.14493124541266|-246.31610942748102
338.0|0.0|0.0|0.0|0.0|-48.36882710921583|-120.42276419329802|-144.37844587645085|-240.07343251554926
340.0|0.0|0.0|0.0|0.0|-47.557876945649454|-118.8054147948618|-142.54182277043165|-237.46098667405445
342.0|0.0|0.0|0.0|0.0|-48.532062757901215|-120.36119578505732|-144.20285770702432|-239.38768101779513
344.0|0.0|0.0|0.0|0.0|-46.78524239324888|-116.93441402413926|-140.3138755223157|-233.82857217104194
346.0|0.0|0.0|0.0|0.0|-48.35386730316262|-119.88058900772816|-143.60738515170854|-238.29290150542872
348.0|0.0|0.0|0.0|0.0|-48.71149262038611|-120.47408414653147|-144.2585208842282|-239.14696306401294
350.0|0.0|0.0|0.0|0.0|-47.886033521997405|-119.58282148993067|-143.4622468324579|-238.93623395724072
352.0|0.0|0.0|0.0|0.0|-49.36369558367521|-123.40095947741352|-148.0797778198702|-246.8015271865678
354.0|0.0|0.0|0.0|0.0|-52.28504394253094|-130.66345644910857|-156.7828201880479|-261.2493495376187
356.0|0.0|0.0|0.0|0.0|-48.88627867807793|-122.16048270056343|-146.57820607382044|-244.23933069022019
